ax,ay,az
-0.40,0.82,0.62
0.17,-0.76,1.50
0.12,-1.12,0.70
-0.17,1.59,1.33
0.18,-0.38,1.00
0.10,-0.04,0.40
-0.06,2.00,1.68
0.23,-0.27,1.27
0.06,1.26,0.49
-0.04,2.00,1.60
0.13,-0.97,1.11
-0.17,1.41,0.47
0.24,1.56,1.76
-0.06,-0.90,1.27
-0.33,1.16,0.13
0.45,0.80,2.00
-0.15,-2.00,0.78
-0.45,0.02,0.29
0.28,-0.70,2.00
-0.02,-2.00,1.05
-0.69,0.38,0.04
0.32,-1.16,1.89
-0.14,-2.00,0.54
-0.47,0.47,0.73
0.32,-1.40,1.67
0.14,-0.94,0.51
-0.19,1.74,1.45
0.17,-0.10,1.24
0.12,0.61,0.69
-0.05,2.00,1.40
0.27,-0.64,1.49
-0.11,1.09,0.46
0.27,2.00,1.96
-0.08,-0.76,1.14
-0.26,1.67,0.17
0.47,0.60,2.00
-0.26,-1.58,0.63
-0.57,0.16,0.17
0.41,-0.69,2.00
-0.03,-2.00,0.83
-0.60,0.29,0.11
0.29,-1.08,1.47
0.00,-2.00,0.73
-0.31,1.27,0.91
0.25,-0.82,1.55
-0.00,0.00,0.30
-0.16,2.00,1.52
0.34,-0.41,1.68
0.07,1.24,0.55
0.13,2.00,1.40
0.11,-0.45,1.57
-0.18,1.53,0.24
0.26,1.71,2.00
-0.13,-1.52,1.06
-0.45,0.32,0.06
0.35,-0.28,2.00
-0.11,-2.00,1.12
-0.49,0.49,0.25
0.54,-0.55,2.00
-0.31,-2.00,0.50
-0.63,0.08,0.13
0.42,-1.49,1.96
-0.04,-1.96,0.75
-0.20,1.01,1.14
0.23,-0.45,1.16
0.17,0.15,0.63
-0.17,2.00,1.16
0.24,-0.49,1.78
-0.09,1.07,0.21
0.12,2.00,1.66
0.05,-0.60,1.42
-0.14,1.74,0.30
0.35,1.14,2.00
-0.11,-1.38,0.93
-0.54,0.50,0.15
0.55,-0.40,2.00
-0.14,-2.00,0.68
-0.61,0.15,0.17
0.38,-0.80,1.72
-0.06,-2.00,0.68
-0.40,0.80,0.65
0.31,-1.24,1.65
-0.00,-0.49,0.37
-0.12,2.00,1.35
0.32,-0.55,1.73
0.05,1.18,0.50
0.05,2.00,1.29
0.08,-0.46,1.79
-0.08,1.37,0.38
0.10,1.72,1.87
-0.05,-1.48,1.17
-0.39,0.57,0.13
0.33,-0.17,2.00
-0.05,-2.00,1.07
-0.67,0.44,0.08
0.47,-0.87,2.00
-0.21,-1.91,0.56
-0.52,0.09,0.37
0.42,-1.38,1.90
-0.03,-1.62,0.62
-0.11,1.41,1.43
0.09,-0.09,0.98
0.15,0.55,0.73
-0.04,2.00,1.33
0.20,-0.68,1.53
-0.07,1.38,0.43
0.16,1.98,1.77
-0.05,-0.88,1.29
-0.28,1.44,0.13
0.34,0.05,2.00
-0.16,-1.75,0.78
-0.73,0.09,-0.10
0.44,-0.69,2.00
-0.06,-2.00,0.89
-0.58,0.46,0.36
0.36,-0.82,1.63
-0.10,-1.84,0.54
-0.26,1.30,1.12
0.28,-0.92,1.67
-0.05,0.05,0.29
-0.00,2.00,1.57
0.17,-0.48,1.41
0.02,1.46,0.55
0.06,2.00,1.15
0.04,-0.57,1.45
-0.12,1.26,0.36
0.31,1.13,2.00
-0.17,-1.97,0.99
-0.41,-0.02,0.16
0.27,-0.66,2.00
-0.09,-2.00,1.10
-0.76,0.35,-0.09
0.36,-1.00,1.73
-0.10,-1.90,0.74
-0.48,0.35,0.56
0.35,-1.19,1.78
0.03,-1.18,0.67
-0.15,1.68,1.34
0.11,-0.06,1.05
0.05,0.66,0.67
0.06,2.00,1.56
0.17,-0.81,1.26
-0.16,1.27,0.42
0.23,1.94,1.79
0.06,-0.93,1.24
-0.31,1.64,0.20
0.35,-0.05,2.00
-0.24,-1.92,0.64
-0.67,-0.22,-0.15
0.34,-1.02,2.00
-0.05,-2.00,1.00
-0.57,0.46,0.32
0.41,-0.87,1.57
-0.03,-1.59,0.79
-0.32,1.30,1.04
0.42,-0.94,1.54
0.01,-0.10,0.37
-0.03,2.00,1.44
0.17,-0.40,1.52
0.03,1.22,0.48
0.17,2.00,1.38
-0.03,-0.58,1.37
-0.20,1.34,0.35
0.29,1.76,2.00
-0.05,-1.47,1.27
-0.41,0.40,0.15
0.29,-0.27,2.00
-0.04,-2.00,1.04
-0.64,0.11,-0.06
0.28,-0.97,1.95
-0.03,-2.00,0.72
-0.51,0.11,0.39
0.39,-1.26,1.81
0.06,-1.70,0.85
-0.22,1.02,1.11
0.17,-0.25,1.31
0.03,0.00,0.39
-0.15,2.00,1.16
0.29,-0.37,1.62
-0.10,0.75,0.45
0.23,2.00,1.74
0.20,-0.78,1.49
-0.07,1.68,0.33
0.29,1.92,1.70
-0.12,-0.95,1.23
-0.29,0.78,0.28
0.40,-0.06,2.00
-0.12,-2.00,0.84
-0.62,0.11,-0.05
0.38,0.08,2.00
-0.13,-2.00,1.09
-0.63,0.28,0.18
0.30,-0.88,2.00
-0.02,-2.00,0.96
-0.62,0.21,0.33
0.29,-1.35,1.33
0.07,-1.70,0.84
-0.34,0.74,0.82
0.30,-0.91,1.42
-0.02,-1.10,0.55
-0.11,1.55,1.39
0.19,-0.30,1.21
-0.03,0.16,0.36
0.08,2.00,1.73
0.20,-0.55,1.13
-0.03,1.33,0.51
0.21,2.00,1.74
0.07,-0.76,1.36
-0.20,1.57,0.37
0.23,1.41,1.82
-0.13,-1.10,1.36
-0.28,0.64,0.34
0.39,-0.07,2.00
-0.04,-2.00,0.86
-0.61,-0.02,0.03
0.36,-0.52,1.67
0.12,-2.00,1.35
-0.70,0.36,0.14
0.40,-0.98,1.84
-0.12,-2.00,0.73
-0.45,0.19,0.75
0.45,-1.13,1.61
-0.07,-1.36,0.60
-0.19,1.33,1.24
0.20,-0.35,1.31
0.01,-0.33,0.50
-0.04,2.00,1.36
0.29,-0.50,1.35
-0.07,0.36,0.40
0.21,2.00,1.71
0.07,-0.29,1.07
0.15,1.57,0.61
0.09,1.87,1.54
0.09,-0.86,1.41
-0.27,1.09,0.34
0.23,0.80,2.00
-0.00,-1.52,1.38
-0.43,0.66,0.11
0.45,0.37,2.00
0.02,-2.00,1.20
-0.60,0.21,-0.03
0.32,-0.53,2.00
-0.10,-2.00,1.07
-0.71,0.14,0.01
0.33,-0.85,1.53
-0.09,-2.00,0.74
-0.50,0.16,0.46
0.41,-1.11,1.90
-0.05,-2.00,0.89
-0.19,1.03,1.11
0.22,-0.50,1.26
0.08,-0.52,0.54
-0.12,2.00,1.41
0.31,-0.58,1.49
-0.00,0.19,0.48
0.02,2.00,1.40
0.18,-0.43,1.60
0.09,1.34,0.48
0.10,2.00,1.38
0.10,-0.29,1.40
-0.15,1.08,0.55
0.25,1.52,1.87
0.03,-1.31,1.22
-0.34,0.98,0.15
0.27,1.36,1.77
-0.11,-1.68,1.37
-0.38,1.27,0.34
0.39,0.16,2.00
-0.19,-1.95,0.95
-0.57,-0.04,0.14
0.37,-0.79,2.00
-0.09,-2.00,0.71
-0.58,0.04,0.23
0.28,-0.88,1.55
-0.04,-2.00,0.76
-0.49,0.64,0.42
0.29,-1.09,1.80
-0.04,-1.41,0.72
-0.35,1.49,1.06
0.26,-0.50,1.30
0.18,-0.01,0.87
-0.13,1.76,1.29
0.22,-0.49,1.45
0.04,0.05,0.36
0.02,2.00,1.38
0.14,-0.03,1.43
-0.09,1.06,0.40
0.14,2.00,1.81
0.02,-0.85,1.20
-0.12,1.26,0.35
0.21,1.69,1.66
-0.05,-1.23,1.15
-0.36,1.56,0.44
0.30,0.87,1.92
-0.15,-1.45,1.30
-0.47,0.22,0.11
0.44,-0.56,2.00
-0.03,-2.00,0.77
-0.64,-0.01,0.10
0.22,-0.60,1.55
0.02,-2.00,1.32
-0.67,0.53,0.26
0.38,-1.00,1.75
-0.14,-2.00,0.65
-0.40,0.40,0.94
0.29,-1.06,1.45
0.08,-0.94,0.57
-0.18,1.54,1.26
0.25,-0.30,1.28
-0.07,-0.15,0.56
0.04,2.00,1.23
0.23,-0.39,1.37
0.02,0.63,0.50
0.24,2.00,1.71
0.22,-0.47,1.32
-0.04,1.64,0.59
0.22,1.58,1.70
-0.07,-1.06,1.22
-0.35,1.08,0.36
0.29,0.43,2.00
-0.07,-1.71,1.25
-0.52,0.27,-0.03
0.42,-0.17,2.00
0.01,-2.00,0.97
-0.59,0.14,0.11
0.32,-0.50,2.00
-0.03,-2.00,1.15
-0.77,0.25,-0.16
0.36,-0.90,1.71
-0.09,-1.94,0.76
-0.57,0.05,0.40
0.39,-1.12,1.89
-0.05,-2.00,0.81
-0.25,0.95,1.13
0.21,-0.51,1.24
0.00,-0.43,0.61
-0.12,2.00,1.40
0.24,-0.33,1.60
0.01,0.48,0.46
0.03,2.00,1.51
0.17,-0.49,1.25
0.08,1.67,0.55
-0.01,2.00,1.45
0.09,-0.60,1.41
-0.19,0.93,0.30
0.24,0.71,2.00
-0.01,-1.71,1.32
-0.56,0.54,0.09
0.42,0.30,1.84
-0.01,-2.00,1.44
-0.53,0.53,0.26
0.38,-0.66,2.00
-0.20,-2.00,0.81
-0.62,0.02,0.26
0.22,-1.21,1.44
-0.02,-1.99,0.80
-0.31,0.61,0.91
0.24,-0.73,1.32
-0.05,-1.24,0.56
-0.11,1.77,1.48
0.24,-0.38,1.44
0.07,0.52,0.53
-0.07,2.00,1.49
0.14,-0.38,1.29
0.02,1.52,0.58
0.07,1.98,1.55
0.06,-0.79,1.40
-0.23,1.36,0.36
0.32,1.55,1.73
-0.05,-0.99,1.57
-0.37,0.74,0.20
0.43,0.32,2.00
-0.09,-2.00,1.02
-0.58,0.07,0.16
0.26,-0.54,1.70
-0.09,-2.00,0.99
-0.68,0.22,0.19
0.39,-0.98,1.74
-0.16,-2.00,0.68
-0.39,0.18,0.70
0.38,-1.14,1.60
0.05,-1.00,0.64
-0.15,1.79,1.35
0.18,-0.08,1.33
0.08,0.26,0.61
-0.11,2.00,1.16
0.21,-0.46,1.31
0.05,0.79,0.44
0.18,2.00,1.69
0.20,-0.51,1.37
-0.10,1.65,0.40
0.27,1.26,1.76
-0.09,-1.06,1.20
-0.44,0.85,0.18
0.41,0.37,2.00
-0.10,-2.00,1.19
-0.59,0.41,0.10
0.26,-0.21,1.81
-0.12,-2.00,1.09
-0.62,0.04,-0.04
0.26,-1.03,1.66
-0.18,-2.00,0.74
-0.48,0.52,0.68
0.27,-1.03,1.43
0.13,-1.51,0.86
-0.19,1.03,1.14
0.19,-0.69,1.15
0.12,-0.31,0.62
-0.14,2.00,1.49
0.25,0.01,1.53
0.04,0.92,0.59
-0.01,2.00,1.45
0.25,-0.81,1.48
-0.13,1.26,0.58
0.21,1.97,1.49
0.00,-0.74,1.60
-0.36,1.56,0.05
0.28,1.11,1.81
-0.12,-1.49,1.28
-0.42,0.08,0.25
0.33,-0.26,2.00
-0.09,-2.00,0.95
-0.67,0.29,0.15
0.29,-0.59,1.55
-0.09,-2.00,0.97
-0.64,0.27,0.29
0.20,-1.34,1.65
-0.03,-2.00,0.74
-0.30,0.60,0.96
0.18,-0.49,1.45
0.24,-0.43,0.65
-0.18,1.85,1.23
0.26,-0.19,1.46
-0.02,-0.06,0.59
-0.07,2.00,1.25
0.26,-0.51,1.51
0.01,0.98,0.45
0.09,2.00,1.67
0.16,-0.60,1.33
-0.16,1.53,0.40
0.27,1.52,1.79
-0.12,-1.04,1.24
-0.33,1.28,0.26
0.38,1.12,1.96
-0.13,-1.65,1.32
-0.47,0.32,0.15
0.32,-0.09,2.00
-0.08,-2.00,1.01
-0.60,-0.01,0.19
0.31,-0.86,1.63
0.00,-2.00,1.06
-0.63,0.22,0.35
0.28,-1.14,1.45
0.04,-2.00,0.99
-0.43,0.43,0.73
0.37,-0.95,1.30
0.03,-1.92,0.99
-0.34,0.98,1.01
0.29,-0.37,1.27
-0.06,-0.94,0.56
-0.19,1.76,1.25
0.35,-0.73,1.48
-0.11,-0.43,0.41
0.04,1.75,1.53
0.26,-0.36,1.52
0.15,1.12,0.54
0.02,2.00,1.49
0.05,-0.30,1.37
-0.12,1.18,0.37
0.20,1.75,1.81
-0.05,-1.27,1.14
-0.24,0.88,0.21
0.21,1.12,1.84
0.06,-1.69,1.32
-0.41,0.84,0.11
0.24,-0.36,2.00
-0.01,-1.99,1.00
-0.71,0.03,-0.02
0.43,-0.50,2.00
-0.09,-1.96,0.82
-0.66,0.07,0.13
0.37,-0.66,1.68
-0.06,-2.00,0.89
-0.57,0.38,0.39
0.42,-0.90,1.78
-0.11,-1.76,0.74
-0.38,1.20,0.87
0.27,-0.83,1.27
0.09,-0.89,0.62
-0.06,1.50,1.17
0.16,-0.71,1.26
0.10,0.02,0.60
0.02,2.00,1.43
0.13,0.24,1.42
0.03,1.14,0.54
0.05,2.00,1.61
0.15,-1.06,1.19
-0.24,1.08,0.43
0.24,1.64,1.71
0.06,-1.15,1.38
-0.33,1.55,0.26
0.34,1.02,1.94
-0.17,-1.25,1.19
-0.51,0.29,0.10
0.46,-0.36,2.00
-0.05,-2.00,0.86
-0.68,0.02,0.02
0.25,-0.47,1.42
-0.04,-2.00,1.22
-0.68,0.40,0.11
0.34,-1.20,1.65
-0.11,-2.00,0.68
-0.23,0.61,1.10
0.17,-0.83,1.43
0.22,-0.44,0.61
-0.09,1.84,1.31
0.19,-0.17,1.28
0.07,0.23,0.47
-0.01,2.00,1.30
0.16,-0.45,1.40
-0.08,1.10,0.36
0.11,2.00,1.60
0.14,-0.69,1.32
-0.09,1.30,0.35
0.32,1.31,1.88
-0.03,-1.12,1.33
-0.46,1.32,0.26
0.37,0.77,1.83
-0.02,-1.61,1.42
-0.49,0.42,0.24
0.37,-0.28,2.00
-0.15,-2.00,0.71
-0.59,0.08,0.13
0.16,-0.83,1.32
0.05,-2.00,0.95
-0.54,0.67,0.49
0.29,-1.16,1.66
-0.14,-1.70,0.62
-0.27,0.67,1.14
0.25,-0.94,1.21
0.13,-0.28,0.61
-0.14,1.85,1.35
0.12,0.10,1.22
0.06,0.47,0.74
-0.09,2.00,1.29
0.35,-0.51,1.64
-0.16,0.95,0.35
0.25,2.00,1.91
0.04,-0.57,1.74
-0.15,1.72,0.37
0.29,1.39,1.84
-0.11,-1.12,1.15
-0.37,0.66,0.25
0.32,0.09,1.98
-0.07,-2.00,1.05
-0.60,0.33,0.03
0.34,-0.26,1.96
-0.10,-2.00,0.91
-0.56,0.08,0.08
0.25,-1.02,1.65
-0.02,-2.00,0.91
-0.52,0.50,0.69
0.29,-0.93,1.49
0.08,-1.25,0.86
-0.25,1.14,1.01
0.29,-0.61,1.39
-0.08,-0.74,0.55
-0.14,1.67,1.35
0.23,-0.06,1.46
0.00,0.62,0.49
0.07,2.00,1.66
0.21,-0.65,1.41
0.00,1.15,0.41
0.19,2.00,1.55
0.09,-0.93,1.40
-0.24,1.61,0.34
0.25,1.58,1.79
-0.12,-1.03,1.32
-0.25,0.55,0.37
0.34,-0.10,2.00
-0.04,-2.00,0.88
-0.60,-0.05,0.19
0.27,-0.49,1.60
0.02,-2.00,1.29
-0.60,0.32,0.29
0.31,-0.85,1.79
-0.04,-2.00,0.81
-0.58,0.13,0.48
0.35,-1.21,1.65
-0.01,-1.60,0.74
-0.43,0.40,0.73
0.23,-0.65,1.37
0.04,-1.51,0.78
-0.28,1.32,0.98
0.30,-0.72,1.37
-0.12,-0.93,0.58
0.01,1.76,1.56
0.11,-0.38,1.32
0.16,0.67,0.55
0.07,2.00,1.44
0.12,-0.38,1.29
0.04,1.31,0.61
0.13,2.00,1.35
0.02,-0.67,1.59
-0.14,1.13,0.38
0.28,1.60,2.00
0.10,-1.50,1.22
-0.37,0.49,0.13
0.22,0.06,1.91
-0.01,-2.00,1.28
-0.71,0.65,-0.03
0.38,-0.43,2.00
-0.11,-1.83,0.95
-0.66,0.14,0.04
0.37,-0.88,1.93
-0.06,-2.00,0.80
-0.48,0.11,0.64
0.33,-0.87,1.44
-0.02,-1.76,0.92
-0.36,1.45,0.80
0.32,-0.61,1.55
-0.01,-0.89,0.54
-0.21,1.68,1.30
0.19,-0.88,1.19
0.18,0.36,0.67
0.04,2.00,1.58
0.01,0.16,1.06
0.13,1.15,0.68
0.07,1.93,1.52
0.11,-0.84,1.31
-0.30,0.93,0.35
0.31,1.77,1.97
-0.05,-1.06,1.17
-0.26,1.20,-0.17
0.30,1.24,1.70
-0.11,-1.52,1.24
-0.52,0.63,0.17
0.34,-0.13,1.99
-0.06,-1.78,1.15
-0.63,0.13,0.02
0.40,-0.46,2.00
0.01,-2.00,0.92
-0.55,0.12,0.15
0.17,-0.88,1.52
0.09,-2.00,0.92
-0.55,0.60,0.50
0.27,-1.00,1.38
0.01,-1.40,0.73
-0.31,1.14,1.06
0.25,-0.77,1.41
0.05,-1.00,0.56
-0.13,1.21,1.47
0.12,-0.37,1.02
0.01,-0.18,0.34
-0.14,2.00,1.27
0.23,-0.19,1.38
0.03,0.66,0.68
0.17,2.00,1.73
0.23,-0.68,1.25
-0.05,1.13,0.47
0.22,2.00,1.59
0.09,-0.26,1.44
-0.08,1.61,0.47
0.12,1.61,1.70
-0.02,-1.16,1.39
-0.28,0.43,0.17
0.28,0.49,2.00
-0.04,-2.00,1.13
-0.49,0.62,0.05
0.15,0.13,1.63
-0.00,-2.00,1.37
-0.62,0.40,0.08
0.39,-0.74,2.00
-0.11,-2.00,0.83
-0.69,-0.09,0.05
0.41,-0.67,1.92
0.01,-2.00,0.90
-0.59,0.15,0.44
0.36,-0.65,1.54
-0.04,-2.00,0.91
-0.54,0.53,0.31
0.30,-0.99,1.73
-0.11,-1.66,0.76
-0.33,1.17,1.04
0.21,-0.63,1.43
0.13,-0.64,0.70
-0.07,1.62,1.26
0.14,-0.47,1.15
0.14,-0.11,0.55
-0.14,2.00,1.32
0.16,-0.01,1.35
0.14,0.85,0.60
-0.01,2.00,1.51
0.14,-0.61,1.21
-0.06,1.08,0.55
0.15,2.00,1.59
0.12,-0.83,1.26
-0.15,1.45,0.56
0.25,2.00,1.56
0.02,-0.35,1.58
-0.27,1.00,0.20
0.33,0.84,2.00
-0.07,-1.82,1.18
-0.45,0.39,0.17
0.28,0.22,1.76
0.05,-2.00,1.39
-0.55,0.58,0.20
0.33,-0.46,1.97
-0.09,-2.00,0.76
-0.65,-0.13,0.03
0.23,-1.31,1.88
-0.01,-2.00,0.98
-0.50,0.44,0.64
0.32,-0.57,1.39
0.08,-1.74,1.02
-0.51,0.91,0.61
0.31,-0.84,1.64
-0.04,-1.57,0.59
-0.28,1.12,1.20
0.25,-0.57,1.35
0.08,-0.41,0.57
-0.10,1.80,1.22
0.29,-0.57,1.40
0.03,-0.82,0.64
0.02,1.51,1.42
0.16,-0.43,1.11
0.04,0.07,0.45
-0.05,2.00,1.39
0.27,0.07,1.43
0.07,1.03,0.73
0.01,2.00,1.56
0.15,-0.81,1.25
0.00,1.27,0.58
0.13,2.00,1.56
-0.02,-0.76,1.57
-0.25,1.49,0.10
0.18,1.41,1.59
-0.04,-1.20,1.25
-0.42,0.50,0.17
0.37,0.33,2.00
-0.01,-2.00,0.99
-0.51,0.66,0.18
0.29,0.20,1.55
0.03,-2.00,1.44
-0.62,0.59,0.26
0.34,-0.71,2.00
-0.18,-2.00,0.62
-0.57,-0.18,0.14
0.16,-0.92,1.63
0.07,-2.00,1.03
-0.48,0.64,0.62
0.34,-0.76,1.45
-0.01,-1.71,0.84
-0.46,0.99,0.66
0.44,-0.94,1.77
0.04,-0.93,0.59
-0.24,1.55,1.32
0.29,-0.45,1.19
0.17,0.05,0.98
-0.12,1.79,1.34
0.11,-0.45,1.34
0.01,-0.02,0.48
0.12,2.00,1.46
0.03,-0.04,1.23
0.01,0.92,0.42
0.12,2.00,1.81
0.16,-0.72,1.13
-0.08,1.27,0.49
0.19,1.85,1.69
0.07,-1.07,1.33
-0.28,1.42,0.36
0.31,1.26,1.95
-0.09,-1.13,1.30
-0.31,0.61,0.19
0.33,0.15,2.00
-0.09,-2.00,0.85
-0.61,-0.04,0.05
0.25,-0.39,1.65
0.03,-2.00,1.36
-0.68,0.48,0.09
0.35,-0.59,1.99
-0.05,-2.00,0.79
-0.65,-0.11,0.12
0.24,-1.21,1.54
0.01,-2.00,1.04
-0.46,0.34,0.61
0.37,-0.64,1.51
0.01,-1.71,0.92
-0.28,1.17,0.99
0.36,-0.55,1.64
-0.08,-1.28,0.60
-0.13,1.58,1.48
0.24,-0.53,1.28
0.12,0.27,0.66
-0.15,2.00,1.32
0.19,-0.28,1.49
0.14,0.78,0.66
0.00,2.00,1.32
0.03,-0.29,1.17
-0.07,0.76,0.39
0.11,2.00,1.57
0.16,-0.46,1.41
-0.14,1.27,0.31
0.23,1.85,1.79
0.21,-1.13,1.48
-0.28,1.21,0.45
0.31,1.11,1.72
-0.03,-1.31,1.36
-0.39,1.20,0.34
0.24,0.72,2.00
-0.11,-1.99,1.09
-0.52,0.03,0.03
0.33,-0.44,2.00
-0.14,-2.00,0.99
-0.59,-0.00,0.16
0.31,-0.57,1.84
-0.03,-2.00,0.90
-0.67,0.24,0.23
0.29,-1.02,1.59
0.08,-2.00,0.90
-0.50,0.10,0.50
0.38,-0.90,1.69
0.09,-1.61,0.92
-0.35,1.15,1.05
0.23,-0.41,1.24
-0.12,-1.13,0.73
-0.23,1.48,1.03
0.32,-0.66,1.45
-0.11,-0.57,0.40
0.03,1.88,1.73
0.25,-0.30,1.32
0.26,0.70,0.75
0.07,2.00,1.53
0.02,-0.29,1.20
0.03,0.98,0.55
0.00,2.00,1.42
0.00,-0.46,1.41
-0.06,1.16,0.40
0.14,2.00,1.72
0.10,-0.92,1.31
-0.15,0.99,0.32
0.17,1.03,1.83
0.08,-1.25,1.33
-0.40,1.12,0.25
