ax,ay,az
-0.03,0.16,1.17
0.04,-0.30,1.15
-0.05,-0.08,1.02
-0.05,-0.09,1.02
-0.03,0.02,1.26
-0.11,0.06,1.10
-0.01,0.15,1.19
-0.09,0.01,1.04
0.05,-0.13,1.15
0.04,-0.09,1.11
-0.06,-0.06,1.02
-0.06,-0.09,1.08
-0.10,0.16,1.05
-0.07,-0.01,1.06
-0.04,-0.15,1.11
-0.08,0.08,0.88
0.06,-0.10,1.23
-0.12,-0.19,1.04
-0.09,0.17,1.02
0.09,-0.11,1.24
-0.16,-0.12,0.97
-0.03,0.10,1.14
-0.01,-0.00,0.97
-0.04,-0.22,0.95
0.05,0.05,1.31
-0.07,0.02,0.97
-0.08,-0.15,0.89
0.06,0.12,1.18
-0.05,-0.15,1.02
-0.03,-0.17,1.13
-0.17,0.06,0.90
-0.03,-0.03,1.26
-0.06,-0.09,1.01
-0.13,0.03,0.97
0.05,-0.08,1.28
-0.04,-0.02,1.03
-0.06,-0.16,1.11
-0.01,0.04,1.20
-0.11,-0.07,0.95
-0.04,-0.17,1.18
-0.04,0.15,1.04
-0.06,-0.09,1.07
0.00,-0.15,1.13
-0.04,0.12,0.96
0.02,-0.23,1.17
-0.03,0.06,1.01
0.02,0.06,1.02
0.06,-0.09,1.25
-0.12,0.08,0.90
0.04,-0.02,1.17
-0.03,-0.07,1.19
-0.07,0.06,0.97
-0.06,-0.22,1.11
-0.15,-0.07,0.90
-0.02,0.06,1.24
-0.03,0.00,1.15
-0.07,0.19,1.02
0.08,-0.09,1.20
0.03,-0.03,1.12
-0.04,-0.18,0.93
-0.08,-0.37,1.16
-0.02,0.18,0.97
0.05,0.07,1.14
-0.04,-0.09,1.10
0.00,0.17,0.99
-0.05,-0.34,1.04
-0.04,-0.21,1.07
0.02,0.16,1.20
-0.04,0.03,0.94
-0.03,0.28,1.07
0.03,-0.03,1.19
-0.05,-0.21,1.03
-0.06,-0.09,0.97
0.01,-0.28,1.18
0.01,-0.03,1.07
-0.04,0.15,1.03
0.03,-0.05,1.27
-0.05,0.01,0.93
0.01,-0.05,1.07
0.09,-0.19,1.20
-0.04,-0.06,1.04
0.00,-0.09,1.09
-0.04,0.14,1.19
-0.03,0.01,1.00
0.05,-0.08,1.17
-0.02,-0.06,0.95
0.03,-0.11,1.12
-0.03,-0.13,1.09
-0.06,0.09,1.04
-0.02,-0.03,1.16
-0.09,-0.10,1.13
-0.03,0.09,1.04
-0.02,-0.05,1.04
-0.07,-0.17,1.01
0.09,0.16,1.30
-0.10,-0.06,1.01
-0.09,-0.19,0.93
0.12,0.20,1.35
-0.11,-0.15,0.95
-0.01,-0.04,1.15
-0.01,0.08,1.12
-0.02,-0.07,0.99
0.04,0.01,1.16
-0.03,-0.11,1.12
-0.07,0.04,1.06
-0.08,-0.01,1.07
-0.05,-0.22,1.15
0.04,0.13,1.04
-0.08,-0.16,1.00
-0.03,-0.18,1.12
-0.07,0.21,1.09
-0.07,-0.17,1.07
0.03,-0.07,1.18
-0.03,0.11,1.08
0.01,-0.33,1.10
0.07,0.12,1.11
-0.06,0.02,1.02
-0.03,-0.12,1.13
-0.10,0.14,0.99
-0.05,-0.02,1.19
-0.06,-0.08,1.19
0.04,0.05,1.07
-0.02,-0.19,1.00
-0.08,0.01,1.08
0.02,0.15,1.12
-0.07,0.00,1.06
-0.11,0.08,0.94
0.04,-0.11,1.24
-0.08,-0.04,1.02
-0.07,-0.06,1.03
-0.05,-0.18,1.20
-0.08,0.32,1.09
-0.08,0.03,1.16
0.04,-0.03,1.15
-0.04,0.02,0.87
-0.07,-0.43,1.09
0.09,-0.08,1.16
-0.02,0.32,1.16
-0.06,-0.14,1.00
-0.01,0.16,1.05
0.02,-0.04,1.15
-0.06,-0.31,1.07
-0.11,0.07,0.90
-0.10,0.01,1.13
0.00,0.07,1.14
0.04,0.19,1.07
0.05,-0.15,1.10
-0.05,-0.21,0.95
-0.05,-0.24,1.07
0.01,-0.13,1.16
-0.08,-0.09,1.01
0.02,0.12,1.09
-0.06,0.09,1.03
0.00,-0.02,1.16
0.00,-0.03,1.23
-0.12,-0.05,0.90
-0.01,-0.15,1.16
-0.05,-0.03,1.20
-0.05,0.07,0.89
0.03,-0.12,1.15
-0.03,-0.07,1.08
-0.03,0.05,1.03
-0.01,-0.06,1.06
-0.02,-0.01,0.99
0.04,0.19,1.18
-0.14,-0.23,0.95
-0.05,0.02,1.06
-0.01,0.14,1.14
-0.12,-0.27,0.99
0.02,-0.03,1.15
-0.02,0.06,1.10
-0.00,-0.20,0.96
0.08,0.08,1.18
-0.01,-0.07,1.03
-0.06,-0.08,1.02
-0.03,0.10,0.98
-0.01,-0.15,1.09
0.04,0.06,1.09
-0.04,0.01,0.90
-0.10,-0.01,1.05
-0.03,0.05,1.15
0.03,-0.08,1.09
-0.01,0.04,1.04
0.03,-0.11,1.14
-0.02,-0.12,1.01
-0.05,0.11,0.97
-0.03,-0.31,1.07
-0.00,0.08,1.03
-0.13,0.13,0.92
-0.02,-0.31,1.25
-0.03,0.07,1.08
0.06,0.14,1.04
-0.05,-0.28,1.02
-0.08,0.21,1.11
0.01,0.10,1.18
-0.02,-0.24,1.09
-0.09,0.07,1.04
-0.03,-0.21,1.15
-0.01,-0.23,0.96
-0.01,0.27,1.03
-0.05,-0.01,1.11
-0.02,0.14,1.03
-0.07,0.04,1.12
0.02,-0.08,1.25
0.02,-0.17,0.87
-0.04,-0.19,1.02
-0.01,0.13,1.21
-0.03,-0.02,1.14
-0.02,0.13,1.00
-0.02,0.10,0.99
-0.02,-0.39,1.18
-0.01,-0.06,0.96
-0.14,0.12,0.95
-0.04,-0.10,1.23
-0.02,0.25,0.99
0.03,0.21,1.20
0.00,-0.41,1.15
-0.08,0.08,0.88
-0.09,-0.06,1.06
-0.00,-0.05,1.30
-0.10,0.21,0.95
-0.05,-0.06,1.13
-0.02,-0.11,0.97
0.05,0.07,1.12
-0.04,-0.14,0.93
-0.06,-0.12,1.02
0.05,0.12,1.14
-0.04,-0.01,1.00
-0.00,-0.02,1.02
0.07,0.16,1.13
-0.03,-0.13,1.02
0.06,-0.10,1.17
-0.10,0.07,0.99
-0.10,-0.05,0.92
0.02,-0.10,1.08
-0.06,0.03,0.98
0.01,-0.04,1.18
-0.06,-0.13,0.92
-0.02,0.01,0.97
0.07,0.05,1.23
-0.15,-0.22,1.01
-0.08,0.08,1.00
-0.01,0.20,1.09
-0.09,-0.39,1.10
0.04,0.15,1.12
-0.02,-0.01,0.97
0.02,-0.29,1.19
-0.06,0.22,0.99
-0.02,0.01,1.16
-0.04,-0.25,1.17
-0.09,0.23,0.91
0.05,-0.22,1.20
-0.01,-0.11,1.02
-0.00,0.11,1.02
0.02,-0.14,1.21
-0.07,-0.03,1.04
0.06,0.03,1.21
-0.06,0.04,1.13
-0.11,-0.11,0.99
-0.10,-0.16,1.27
-0.05,0.07,1.00
-0.01,-0.12,1.19
-0.02,-0.05,1.17
-0.03,0.35,1.09
0.05,-0.09,1.17
-0.02,-0.07,1.18
-0.02,0.04,1.08
-0.11,-0.36,1.04
-0.05,0.18,1.08
0.06,0.27,1.22
-0.08,-0.16,1.00
-0.10,-0.00,1.01
0.03,-0.14,1.15
-0.08,-0.19,1.03
-0.03,0.12,1.21
-0.02,-0.02,1.14
-0.09,0.09,0.99
-0.06,0.13,1.21
0.08,-0.20,1.23
-0.02,-0.16,0.96
0.02,-0.24,1.00
0.01,-0.03,1.18
-0.10,0.02,0.97
-0.04,0.08,1.11
0.02,0.20,1.00
0.05,-0.19,1.21
-0.00,-0.10,0.96
0.02,0.06,1.07
0.03,-0.22,1.09
-0.09,0.03,1.16
-0.05,0.23,1.11
0.03,-0.15,1.09
-0.03,-0.06,1.05
0.04,0.05,1.15
-0.01,-0.26,1.05
0.00,-0.08,0.96
0.12,0.21,1.35
-0.13,-0.20,0.91
-0.10,-0.03,1.03
0.07,0.15,1.20
-0.08,-0.21,1.01
-0.04,0.03,1.15
0.02,0.13,1.14
-0.03,-0.14,0.89
0.02,-0.04,1.14
-0.09,-0.15,1.01
-0.08,0.08,1.14
-0.16,-0.12,0.83
0.03,-0.00,1.22
0.04,0.07,1.13
-0.12,-0.08,0.88
-0.01,0.06,1.15
-0.01,0.04,1.16
-0.02,-0.17,1.07
0.06,0.07,1.08
0.02,-0.05,1.06
0.01,-0.29,1.01
0.04,0.11,1.11
0.01,-0.06,0.97
0.02,-0.12,1.07
-0.03,0.14,0.97
0.04,-0.20,1.22
-0.06,-0.02,1.15
0.04,0.13,1.04
-0.03,-0.20,1.09
-0.12,0.09,1.06
-0.02,0.02,1.16
-0.00,-0.04,1.14
-0.12,-0.05,0.87
0.00,-0.15,1.14
-0.08,-0.11,0.96
-0.01,0.17,1.07
-0.07,-0.01,1.02
-0.08,0.27,1.04
-0.06,0.02,1.13
0.01,-0.16,1.23
-0.01,-0.12,0.85
-0.05,-0.31,1.01
0.07,0.06,1.21
0.01,0.19,1.08
-0.10,-0.07,0.97
-0.00,0.12,1.11
0.01,-0.29,1.10
-0.08,-0.09,0.89
-0.06,0.11,1.04
-0.10,-0.07,1.16
-0.05,0.24,0.98
0.13,0.23,1.18
0.04,-0.32,1.15
-0.08,0.01,0.96
-0.01,-0.23,1.10
0.01,-0.08,1.21
-0.12,0.15,0.93
0.06,0.04,1.27
-0.02,-0.05,0.94
0.04,0.04,1.23
0.08,-0.16,1.10
-0.01,0.02,0.96
-0.01,-0.07,1.12
-0.04,0.01,1.10
-0.08,0.00,1.01
-0.06,-0.04,1.10
-0.08,-0.06,1.08
0.01,-0.01,1.09
-0.09,-0.08,0.91
-0.02,-0.02,1.10
0.00,0.03,1.15
-0.08,-0.05,1.00
0.07,-0.13,1.18
-0.07,0.03,0.88
-0.12,-0.12,1.03
0.02,-0.02,1.34
-0.09,-0.04,1.08
-0.11,-0.03,0.91
0.05,0.03,1.24
-0.03,-0.23,1.21
-0.08,0.13,1.16
-0.04,0.02,1.07
-0.03,-0.19,1.14
0.07,0.15,1.13
0.05,-0.03,1.04
-0.03,-0.12,1.14
-0.01,0.16,1.05
0.02,-0.18,1.06
-0.03,0.08,1.09
-0.04,0.02,0.98
-0.01,-0.09,1.10
-0.08,0.03,0.95
-0.01,-0.13,1.19
0.03,-0.03,1.09
-0.03,0.03,0.97
-0.02,-0.29,1.13
-0.06,0.10,1.04
-0.03,0.01,1.08
-0.04,-0.15,1.11
-0.15,0.20,0.88
-0.04,-0.09,1.36
-0.09,-0.14,0.96
0.00,0.19,1.08
0.03,-0.26,1.09
-0.03,0.03,0.92
0.01,0.13,1.20
-0.05,-0.04,1.17
-0.09,0.13,0.83
0.06,-0.04,1.22
-0.02,-0.10,1.13
-0.01,-0.02,1.01
-0.05,-0.22,1.05
-0.05,0.27,1.20
-0.04,0.06,1.09
-0.03,-0.12,1.10
0.04,-0.03,0.98
-0.09,-0.42,0.93
0.03,-0.04,0.94
0.04,0.25,1.25
-0.09,-0.08,0.89
-0.02,0.24,0.98
0.02,-0.10,1.17
-0.01,-0.19,1.06
-0.07,-0.01,0.83
-0.11,-0.08,1.02
-0.07,0.17,1.24
-0.03,0.20,1.09
-0.04,-0.03,1.19
-0.14,-0.04,0.78
0.06,-0.07,1.15
0.02,-0.10,1.19
-0.11,-0.09,0.95
-0.03,-0.09,1.17
-0.05,0.26,1.09
-0.00,0.07,1.04
0.03,-0.18,1.20
-0.06,0.02,0.85
0.02,-0.09,1.12
-0.04,-0.13,1.10
-0.01,0.10,1.18
0.03,0.03,1.07
-0.00,-0.06,1.04
0.05,0.08,1.23
-0.03,-0.10,0.99
-0.03,-0.08,0.97
0.08,0.10,1.22
-0.08,-0.17,0.92
-0.02,0.02,1.02
-0.01,0.13,1.08
-0.03,-0.18,0.92
0.01,0.00,1.00
-0.06,0.11,1.02
-0.12,-0.14,0.88
-0.01,0.04,1.19
-0.09,-0.06,1.00
-0.03,-0.04,1.16
-0.03,-0.02,1.01
-0.05,0.02,1.18
-0.03,-0.01,1.09
-0.05,-0.16,1.01
0.05,0.05,1.16
-0.01,-0.02,1.15
-0.02,-0.25,1.09
-0.08,0.13,1.06
-0.08,0.08,0.98
0.00,-0.33,1.20
-0.01,0.22,1.16
-0.08,-0.07,0.94
0.04,-0.24,1.26
-0.03,0.16,0.98
-0.00,-0.20,1.18
0.03,-0.15,1.06
-0.01,0.19,1.03
-0.02,-0.21,1.09
-0.13,-0.05,0.94
0.06,0.13,1.15
-0.01,-0.02,1.02
-0.10,-0.12,0.89
0.08,-0.09,1.35
-0.08,-0.05,0.92
-0.03,-0.09,1.05
-0.02,-0.05,1.08
-0.06,0.21,1.12
0.01,-0.10,1.20
0.05,-0.05,1.15
-0.06,-0.06,0.94
-0.05,-0.42,0.96
-0.02,0.05,1.09
-0.03,0.14,1.28
-0.01,-0.09,1.01
-0.04,0.24,0.98
-0.00,-0.33,1.18
-0.07,-0.24,1.08
-0.08,0.27,1.11
-0.06,-0.12,1.07
-0.01,0.11,1.04
0.02,0.26,1.04
0.02,-0.36,1.15
-0.02,-0.13,1.14
0.01,-0.06,0.95
0.03,-0.14,1.13
-0.07,0.01,1.11
0.04,0.19,1.24
-0.04,0.01,0.88
0.03,-0.02,1.20
0.03,-0.10,0.96
-0.10,-0.15,1.02
-0.06,-0.23,1.15
-0.04,0.22,1.11
-0.06,-0.04,0.92
0.00,-0.08,1.15
-0.08,0.09,0.90
0.06,-0.08,1.14
-0.09,-0.22,0.92
-0.07,0.17,1.04
0.01,-0.08,1.18
-0.12,-0.17,0.98
-0.03,0.08,1.08
-0.02,-0.16,1.05
-0.09,-0.19,0.99
0.06,0.16,1.30
-0.04,-0.05,1.03
-0.09,-0.14,0.95
0.10,0.26,1.26
-0.04,-0.21,1.15
-0.01,-0.03,1.19
-0.04,0.10,1.03
-0.01,-0.10,1.13
0.03,-0.11,1.19
-0.10,0.00,1.02
0.00,-0.01,1.04
-0.01,-0.10,1.04
-0.02,-0.10,1.12
-0.03,0.11,1.12
-0.10,-0.21,1.08
-0.08,-0.02,1.04
-0.04,0.16,1.07
-0.06,-0.29,1.24
0.04,0.05,1.13
-0.08,0.12,1.06
-0.02,-0.37,1.02
0.09,0.21,1.12
0.06,-0.01,1.00
0.01,-0.19,1.11
-0.04,0.27,0.95
0.02,-0.16,1.17
-0.04,-0.16,1.00
-0.05,0.15,1.15
0.04,-0.23,1.11
-0.06,0.01,0.96
0.02,0.17,1.16
-0.04,-0.06,1.15
-0.13,0.13,0.84
0.03,-0.08,1.15
-0.02,-0.10,1.21
-0.07,-0.02,1.01
0.01,-0.14,1.05
0.01,0.09,1.09
0.00,0.11,1.05
-0.04,-0.00,1.00
-0.05,0.03,1.04
0.02,-0.27,1.23
0.01,-0.10,1.17
-0.04,-0.04,0.97
-0.03,-0.20,1.05
0.03,0.39,1.15
0.02,0.07,1.19
-0.02,-0.30,1.06
-0.08,0.01,0.99
0.01,-0.22,1.19
-0.00,-0.00,1.16
-0.05,0.26,1.14
-0.00,-0.11,1.18
-0.02,-0.04,0.87
0.04,-0.11,1.15
0.01,-0.25,1.17
-0.10,-0.06,1.03
-0.01,0.05,1.09
-0.00,0.09,1.20
-0.13,0.02,1.01
-0.04,-0.02,1.09
-0.04,-0.08,1.05
0.00,-0.16,1.07
0.02,0.02,1.16
0.01,-0.07,1.13
0.03,-0.02,1.08
-0.03,0.09,0.95
0.06,-0.13,1.18
-0.04,-0.09,1.05
-0.10,0.10,0.94
0.02,0.05,1.28
-0.17,-0.22,0.96
0.01,0.14,1.14
0.02,-0.08,0.98
-0.08,-0.23,1.16
-0.01,0.24,1.18
-0.03,0.06,1.01
-0.04,-0.27,1.03
0.06,0.29,1.18
-0.03,-0.12,0.99
-0.04,-0.18,1.05
-0.02,0.27,1.01
-0.02,-0.15,1.16
-0.05,-0.05,1.07
-0.07,0.04,1.06
0.05,0.00,1.25
-0.02,-0.03,1.00
0.04,-0.00,1.23
0.06,-0.05,1.16
0.04,-0.02,0.96
0.01,-0.17,1.12
-0.05,0.02,1.00
-0.02,-0.08,1.07
-0.06,0.04,1.16
-0.08,0.17,1.06
-0.02,-0.18,1.13
-0.02,0.10,1.11
0.01,-0.09,1.16
-0.09,-0.27,1.04
-0.08,0.35,1.10
-0.01,-0.10,1.31
-0.04,-0.13,1.02
-0.05,0.18,0.95
0.04,-0.34,1.13
-0.06,-0.11,0.89
-0.04,0.39,1.07
-0.09,-0.11,1.03
-0.08,0.15,1.04
0.00,0.12,1.09
0.05,-0.20,1.10
-0.11,-0.17,0.92
-0.02,0.05,1.18
-0.04,0.10,1.10
-0.02,0.12,1.13
-0.07,-0.00,0.98
-0.06,-0.01,0.98
-0.07,-0.37,1.06
0.04,-0.03,1.18
0.01,-0.07,0.98
-0.03,-0.06,0.96
-0.02,0.25,1.14
0.02,0.02,1.14
0.00,-0.25,0.95
-0.07,-0.02,0.97
0.05,-0.25,1.27
-0.02,-0.02,1.06
-0.04,0.24,1.04
0.06,-0.22,1.17
-0.04,0.02,0.93
-0.03,0.02,1.10
-0.05,-0.25,1.14
-0.12,0.04,0.92
0.05,0.08,1.25
-0.04,-0.17,1.08
-0.05,0.04,1.07
0.02,0.13,1.11
-0.03,-0.24,1.11
0.04,-0.06,1.22
-0.04,0.08,0.98
-0.08,-0.20,1.00
0.04,0.03,1.21
0.02,0.06,1.02
0.06,-0.09,1.20
-0.10,-0.12,1.00
-0.02,0.03,1.11
0.06,0.07,1.07
-0.01,-0.13,0.97
0.03,0.02,0.93
0.02,0.13,1.06
-0.07,-0.31,0.98
-0.04,0.18,0.94
-0.11,0.02,0.97
-0.05,-0.35,1.14
0.01,0.28,1.17
-0.03,-0.06,1.02
0.04,-0.18,1.19
-0.06,0.12,0.99
0.06,-0.14,1.29
-0.04,-0.07,0.96
-0.03,0.05,1.05
-0.00,-0.16,1.11
-0.10,0.02,0.94
0.02,0.04,1.14
0.06,0.01,1.30
-0.03,0.00,0.84
0.03,-0.19,1.16
0.05,-0.16,1.18
-0.03,-0.06,1.02
-0.03,-0.08,1.06
0.11,0.31,1.30
0.04,-0.05,1.06
-0.03,-0.22,0.99
-0.04,-0.04,1.06
-0.05,-0.37,1.13
-0.03,0.05,1.02
0.10,0.24,1.18
-0.13,-0.11,1.02
-0.07,0.18,0.97
0.04,-0.05,1.30
-0.03,-0.22,1.13
-0.08,0.03,0.95
-0.02,-0.06,1.04
-0.05,0.13,1.16
-0.03,0.10,1.22
0.03,-0.11,1.02
-0.03,-0.02,0.88
-0.02,-0.29,1.14
-0.00,-0.12,1.21
-0.17,0.04,0.94
-0.02,0.07,1.12
0.01,0.22,1.14
-0.01,0.01,1.00
-0.02,-0.18,1.00
-0.01,-0.02,1.05
-0.00,-0.12,1.11
-0.06,-0.02,1.14
0.01,0.14,1.16
0.03,-0.09,1.05
-0.07,-0.11,1.00
0.05,0.06,1.21
-0.03,-0.05,1.09
-0.08,-0.20,0.90
0.10,0.17,1.28
-0.02,-0.12,1.08
-0.03,-0.01,1.02
0.04,0.11,1.15
-0.07,-0.09,1.07
0.04,0.02,1.06
-0.06,0.03,1.06
-0.09,-0.10,0.99
-0.03,0.06,1.14
-0.07,-0.15,1.03
-0.09,0.08,1.03
-0.08,-0.01,1.12
-0.03,-0.16,1.14
0.01,0.12,1.02
-0.02,-0.24,1.02
0.05,-0.09,1.15
-0.06,0.18,1.00
-0.02,-0.36,1.16
-0.06,0.02,1.06
-0.08,0.16,0.99
-0.06,-0.27,1.08
-0.09,0.18,1.18
-0.11,0.05,1.09
-0.01,-0.07,1.02
-0.04,0.05,1.03
0.05,-0.13,1.25
-0.01,-0.07,0.92
0.02,0.09,1.09
-0.08,-0.26,1.14
-0.11,0.18,0.95
-0.06,-0.03,1.22
-0.01,-0.03,1.25
-0.03,0.05,0.82
-0.03,-0.37,1.01
-0.02,-0.13,1.12
0.01,0.09,1.16
0.00,-0.05,0.99
-0.00,0.16,1.07
0.05,0.02,1.10
0.03,-0.22,1.04
-0.13,-0.09,0.91
-0.02,-0.12,1.16
0.02,0.16,1.23
-0.06,0.22,1.12
-0.01,-0.17,1.15
0.01,-0.01,1.05
-0.01,-0.26,0.93
0.06,-0.14,1.23
-0.05,0.13,1.00
-0.08,0.08,1.03
-0.09,0.11,0.94
0.04,0.14,1.23
-0.06,-0.20,0.92
-0.13,-0.06,1.03
0.05,-0.19,1.24
-0.04,0.04,1.10
-0.07,0.03,0.96
0.12,-0.05,1.32
-0.11,0.04,0.88
-0.02,-0.06,1.11
0.04,-0.13,1.12
-0.12,0.09,0.89
-0.02,-0.03,1.20
-0.05,-0.04,1.06
-0.04,0.11,1.08
0.02,-0.09,1.02
0.03,-0.09,1.10
0.01,0.04,1.26
-0.08,-0.11,1.04
0.02,-0.01,0.98
0.06,0.08,1.30
-0.10,-0.27,0.98
0.06,-0.04,1.15
-0.04,0.05,1.00
-0.07,-0.20,1.04
-0.00,0.07,1.16
-0.11,0.11,1.03
-0.04,-0.13,1.14
-0.00,0.07,1.08
-0.11,-0.15,1.05
0.07,0.04,1.17
-0.03,-0.07,0.95
-0.01,-0.07,1.17
-0.05,0.08,1.11
-0.12,-0.09,1.08
-0.02,-0.03,1.15
-0.10,0.06,1.05
0.02,-0.17,1.31
-0.10,0.05,0.98
-0.03,-0.03,0.95
0.04,-0.13,1.31
-0.09,0.16,1.01
-0.00,-0.12,1.03
-0.03,0.06,1.18
-0.13,0.03,1.00
-0.01,-0.26,1.17
-0.01,0.04,1.11
0.02,0.17,1.08
-0.08,-0.17,1.07
-0.12,0.14,1.05
0.02,-0.04,1.27
0.03,-0.08,1.09
-0.04,-0.11,0.98
0.03,-0.22,1.18
0.02,0.04,0.94
0.08,0.17,1.16
-0.08,-0.09,1.09
-0.03,0.06,0.99
0.07,-0.14,1.19
0.01,-0.19,1.00
-0.08,-0.14,0.99
-0.04,-0.16,1.16
-0.05,0.09,1.21
0.02,0.08,1.15
-0.02,0.05,1.05
-0.07,0.04,0.99
-0.06,-0.34,1.08
0.00,-0.00,1.20
-0.02,0.11,0.90
-0.03,-0.09,1.09
-0.06,0.15,1.07
0.04,0.10,1.26
0.08,-0.31,0.99
-0.03,-0.01,0.97
0.01,-0.06,1.02
0.02,-0.09,1.12
-0.02,0.12,0.97
0.05,0.04,1.12
-0.01,-0.13,0.94
0.01,0.02,1.04
0.02,-0.07,1.18
-0.04,-0.12,0.95
0.03,0.14,1.23
-0.10,-0.14,1.08
-0.06,-0.10,1.03
0.09,0.12,1.10
0.01,-0.16,1.10
-0.00,-0.07,1.11
-0.07,0.08,1.05
-0.08,-0.10,0.93
0.08,0.00,1.33
-0.02,-0.19,0.99
-0.00,0.08,1.02
0.01,-0.03,1.11
-0.01,-0.16,1.14
-0.03,0.27,1.09
-0.06,-0.17,0.95
-0.02,-0.01,1.08
-0.06,0.09,1.06
-0.05,-0.21,1.17
-0.02,0.09,1.16
-0.06,0.12,0.97
-0.01,-0.31,1.12
-0.06,0.12,1.21
0.05,0.04,1.15
0.04,-0.17,1.22
-0.12,0.08,0.90
0.05,-0.13,1.27
-0.03,-0.18,1.09
-0.11,0.06,1.09
-0.04,-0.14,1.20
-0.09,0.07,0.99
-0.03,0.09,1.18
-0.01,-0.01,1.26
-0.07,0.06,0.84
0.04,-0.13,1.07
-0.05,-0.15,1.20
0.00,-0.11,1.06
-0.03,-0.07,0.94
-0.05,0.27,1.05
0.02,0.07,1.18
0.01,-0.15,1.06
-0.08,-0.05,0.89
-0.01,-0.33,1.06
-0.02,0.15,1.04
-0.08,0.27,1.11
-0.03,-0.14,1.13
-0.01,0.12,0.89
0.00,-0.16,0.96
0.02,-0.34,1.11
-0.09,0.15,0.98
-0.09,0.11,0.87
-0.01,0.02,1.08
0.08,0.23,1.22
0.03,-0.19,0.95
-0.07,-0.19,0.80
0.05,-0.11,1.12
-0.00,-0.08,1.11
-0.09,0.05,1.02
0.04,0.04,1.16
-0.10,0.03,0.93
-0.00,-0.07,1.07
