ax,ay,az
-0.20,-0.02,0.73
0.07,0.04,1.23
0.01,-0.28,1.11
-0.15,0.06,0.85
0.06,-0.04,1.30
-0.10,-0.07,1.05
-0.10,-0.00,0.96
0.10,-0.04,1.24
-0.12,-0.02,0.84
-0.02,-0.15,1.17
0.07,-0.06,1.30
-0.16,-0.08,0.82
-0.03,-0.16,1.20
0.07,0.20,1.20
-0.11,-0.19,0.92
0.01,-0.10,1.21
0.02,0.08,1.08
-0.12,-0.19,1.11
0.11,0.09,1.31
-0.07,0.06,1.07
-0.02,-0.24,1.09
-0.01,0.09,1.08
-0.14,0.02,1.10
0.05,-0.15,1.20
-0.11,0.16,1.08
-0.05,-0.11,1.10
0.02,-0.23,1.08
-0.10,0.23,0.90
0.03,-0.03,1.06
-0.01,-0.19,1.09
-0.04,0.15,1.00
0.02,-0.17,1.13
-0.04,-0.07,0.94
-0.10,0.20,1.25
-0.01,-0.23,1.16
-0.04,-0.14,0.93
-0.02,0.15,1.06
-0.02,-0.25,1.08
0.02,-0.02,0.89
-0.02,0.08,0.94
-0.02,-0.28,1.13
-0.02,0.13,1.19
-0.03,0.10,1.12
0.01,-0.18,1.24
-0.14,0.04,1.00
-0.01,0.09,1.18
-0.08,-0.20,1.03
-0.07,0.05,0.85
0.09,0.06,1.18
-0.03,-0.34,1.05
-0.07,0.11,0.97
-0.02,0.08,1.18
-0.12,-0.27,0.98
-0.01,0.07,1.08
-0.03,0.02,1.21
-0.14,-0.25,1.00
-0.03,0.10,0.95
0.06,-0.02,1.19
-0.11,-0.08,0.94
-0.04,0.03,1.17
0.01,-0.06,1.25
-0.11,-0.05,0.89
0.03,0.02,1.16
0.08,-0.03,1.26
-0.14,0.03,0.85
0.08,0.03,1.33
-0.01,-0.04,1.09
-0.16,0.04,0.78
0.12,0.08,1.19
0.05,-0.07,1.09
-0.08,0.13,0.89
0.12,-0.02,1.23
-0.13,0.02,0.94
-0.12,-0.06,0.93
0.08,-0.09,1.22
-0.10,0.19,0.97
-0.02,-0.16,1.08
0.10,-0.02,1.17
-0.12,0.16,0.91
0.01,-0.25,1.11
-0.02,-0.12,1.13
-0.08,0.12,1.02
-0.02,-0.13,1.14
-0.05,0.02,1.05
-0.06,0.06,0.97
0.04,-0.14,1.21
-0.03,0.04,0.91
0.00,0.04,1.05
-0.00,-0.20,1.11
-0.09,-0.08,1.11
-0.06,0.10,1.04
-0.07,-0.28,1.07
0.05,0.08,1.06
-0.01,0.08,1.12
-0.03,-0.21,1.01
0.03,0.14,1.19
0.01,0.00,1.09
-0.05,-0.18,1.04
-0.05,0.25,1.06
0.02,-0.06,1.20
-0.08,-0.16,1.17
-0.09,0.11,1.11
-0.04,-0.10,1.10
-0.00,-0.04,1.05
0.00,0.04,0.99
0.02,-0.04,1.19
-0.04,-0.08,1.08
0.01,0.14,0.95
-0.01,-0.09,1.24
-0.07,0.03,1.03
-0.00,0.05,1.06
-0.04,-0.03,1.03
-0.13,-0.03,1.06
0.00,-0.03,1.13
-0.07,0.06,1.13
-0.07,-0.07,0.93
